GeneName,FC,P,FDR,Color,Significance
NOL9,0.463486415,0.006433138,0.049873098,#D3D3D3,2.191577108
ARL2,0.063446064,0.650277035,0.826581327,#D3D3D3,0.186901583
H3C15,0.87314161,0.146868058,0.372283689,#D3D3D3,0.833072648
CT47B1,-0.476646963,0.016349019,0.094591958,#D3D3D3,1.786508292
DOCK10,0.158095104,0.534589494,0.750518228,#D3D3D3,0.271979581
YPEL4,-0.527642724,0.0237857,0.121886343,#0072B2,1.62368407
UCHL5,0.195747243,0.53074675,0.747216347,#D3D3D3,0.275112656
NOM1,0.753552013,0.002271003,0.023626837,#56B4E9,2.643782382
RAP1GAP,-0.108459328,0.668983478,0.836365814,#D3D3D3,0.174584608
H2BS1,-0.19340114,0.622124197,0.810362563,#D3D3D3,0.206122907
MLEC,-0.715928144,0.000208306,0.004334307,#0072B2,3.681298284
DIRAS3,-0.679463703,0.049113611,0.190585886,#0072B2,1.308798137
LXN,-0.199137854,0.43276887,0.677111833,#D3D3D3,0.363743986
NMT1,0.664840184,0.000621043,0.009213959,#56B4E9,3.206878366
NUDT1,0.349223215,0.15813717,0.388576157,#D3D3D3,0.800966038
KIAA1109,0.185030202,0.43925697,0.682263107,#D3D3D3,0.357281338
HLA-C,-0.869607505,2.26E-05,0.000879862,#0072B2,4.645800568
CNTN1,-0.35540242,0.146117278,0.37144202,#D3D3D3,0.835298428
RPH3AL,-0.189488333,0.582356458,0.783673961,#D3D3D3,0.234811104
ENHO,0.110451769,0.526386447,0.744396474,#D3D3D3,0.278695301
HPSE,-0.434821251,0.374068586,0.627566841,#D3D3D3,0.427048762
POLR3A,-0.097123238,0.470531965,0.703905996,#D3D3D3,0.327410868
ZNF850,0.596286869,0.134218371,0.353069521,#D3D3D3,0.872188038
USP17L12,0.422894256,0.002660014,0.026494911,#D3D3D3,2.575116102
APOBEC3A,-0.46164074,0.185132918,0.427253212,#D3D3D3,0.732516353
IGF2,-0.608981703,0.03507336,0.155477752,#0072B2,1.455022623
TOR4A,0.073443634,0.504754355,0.728516216,#D3D3D3,0.296919925
OR10AD1,0.205999407,0.605779484,0.800016253,#D3D3D3,0.217685439
NCBP2AS2,0.018466408,0.891364405,0.952119138,#D3D3D3,0.049944713
CD6,0.55401789,0.039591456,0.166527177,#56B4E9,1.402398527
PTGS1,-0.705953078,0.006417804,0.049825047,#0072B2,2.192613528
NRIP2,0.029067781,0.893760321,0.95277903,#D3D3D3,0.04877893
OR10J5,-0.180891044,0.626548249,0.813285382,#D3D3D3,0.20304548
PDGFB,-0.003818703,0.981330808,0.993605776,#D3D3D3,0.008184567
NOL3,-0.696974646,0.038380771,0.163423564,#0072B2,1.415886305
MMACHC,0.11061536,0.621400739,0.809811914,#D3D3D3,0.206628234
PDLIM4,0.379564449,0.262896633,0.519444298,#D3D3D3,0.580214975
EPS8L1,-1.231335993,2.37E-05,0.000907289,#0072B2,4.624924756
IRS1,-0.319235512,0.016848383,0.096786657,#D3D3D3,1.773441762
CUL4A,0.15260381,0.431800789,0.676280499,#D3D3D3,0.364716569
ALDH9A1,0.243969591,0.184975007,0.427231391,#D3D3D3,0.732886948
COG3,-0.019587778,0.928937886,0.96877168,#D3D3D3,0.032013325
ARHGAP9,0.907005747,0.000464575,0.007507146,#56B4E9,3.332943828
FREM2,0.049057258,0.841385085,0.927570919,#D3D3D3,0.075005191
H2AC21,0.893056855,0.042437485,0.17368659,#56B4E9,1.372250359
SULF1,-0.527399633,0.018404291,0.102439206,#0072B2,1.735080915
PRR13,0.108198853,0.4626164,0.699402296,#D3D3D3,0.334778976
CLIC2,-0.644874584,0.007847402,0.057476709,#0072B2,2.105274073
SLC25A27,0.172548776,0.720435128,0.864913978,#D3D3D3,0.142405119
CHGB,-0.451608276,0.056444271,0.207122086,#D3D3D3,1.248380133
DAO,-0.066552939,0.736080062,0.873039646,#D3D3D3,0.133074946
CSTF2,0.251380519,0.312784133,0.571496166,#D3D3D3,0.504755286
PMF1,0.376977403,0.129536264,0.346314239,#D3D3D3,0.887608633
PPP1R3D,0.001935911,0.994865577,0.997647672,#D3D3D3,0.002235596
GADD45G,-1.185349581,0.000370369,0.006391058,#0072B2,3.431365134
COX5A,-0.677167675,0.004735884,0.039949076,#0072B2,2.324598922
ZSWIM8,-0.153979488,0.204774314,0.45091015,#D3D3D3,0.68872452
FUT4,0.438903881,0.102625943,0.303235911,#D3D3D3,0.988742841
FOXN2,-0.127074529,0.572472607,0.777493126,#D3D3D3,0.24224529
COQ5,-0.529270687,0.040237451,0.168278412,#0072B2,1.395369538
CLEC3B,-0.752065037,0.007505194,0.055406283,#0072B2,2.124638061
ALG6,0.247580904,0.053795311,0.20157096,#D3D3D3,1.269255575
NARS2,0.325682849,0.271022083,0.527770002,#D3D3D3,0.566995321
ZDHHC20,0.160849886,0.271024645,0.527770002,#D3D3D3,0.566991216
TUSC2,0.059070764,0.607026782,0.800778424,#D3D3D3,0.216792148
CAPN12,0.179715834,0.258953456,0.515338475,#D3D3D3,0.586778289
TSHR,0.000549128,0.998453543,0.999105624,#D3D3D3,0.000672137
PRKCD,-0.141124064,0.504278982,0.728350155,#D3D3D3,0.297329133
EPHX3,-0.291385213,0.230003825,0.482029901,#D3D3D3,0.638264941
LAMP2,-0.990203716,0.000270872,0.005100862,#0072B2,3.567236397
RAB3IL1,-0.596060785,0.002873881,0.028013708,#0072B2,2.541531164
ZNF765,-0.046261999,0.819867584,0.917577298,#D3D3D3,0.086256285
HDAC8,0.016613217,0.949374911,0.979418788,#D3D3D3,0.02256225
CORO6,0.141858465,0.430643255,0.675387689,#D3D3D3,0.365882351
DUSP16,-0.635141588,0.027770846,0.133575865,#0072B2,1.556410897
ATAD2,0.26053174,0.45323339,0.692484413,#D3D3D3,0.343678103
TSC2,-0.082615308,0.584196861,0.785109154,#D3D3D3,0.233440781
ZNF281,0.350198725,0.143977292,0.368406309,#D3D3D3,0.841705999
PI4KB,0.187392952,0.359672437,0.614929368,#D3D3D3,0.444092843
TTC33,-0.26507299,0.27683613,0.53396614,#D3D3D3,0.557777231
ALPG,-0.155557195,0.622914649,0.811078762,#D3D3D3,0.205571456
CA6,-1.063390339,0.054321438,0.202664753,#D3D3D3,1.265028743
KRTAP13-4,-0.1008117,0.763894128,0.887602318,#D3D3D3,0.116966829
GSTA2,-0.500104108,0.070511025,0.23901706,#D3D3D3,1.151742969
FCHO2,-1.346020898,0.000415093,0.006933581,#0072B2,3.38185424
PRDX2,-0.275755672,0.067861545,0.233320782,#D3D3D3,1.16837626
OSGEPL1,0.215387397,0.329384532,0.587952437,#D3D3D3,0.482296799
UGT2A3,0.209008971,0.486882386,0.715870188,#D3D3D3,0.312575937
FAM174B,0.038547922,0.931269739,0.970046685,#D3D3D3,0.030924509
CARM1,-0.087650612,0.691912848,0.848602761,#D3D3D3,0.159948605
HOXA2,0.119452393,0.707945265,0.857335918,#D3D3D3,0.150000319
TADA2A,0.383424148,0.200910704,0.447016371,#D3D3D3,0.696996924
AMMECR1L,-0.354542136,0.00505699,0.041841191,#D3D3D3,2.296107918
NEK2,0.068511552,0.838613815,0.926576454,#D3D3D3,0.076437988
MXRA7,0.338046316,0.137855222,0.358828093,#D3D3D3,0.860576779
P2RX2,0.38604738,0.211658069,0.460473099,#D3D3D3,0.67436517
MYSM1,-0.230641577,0.203282112,0.449158715,#D3D3D3,0.691900837
GATAD2B,0.414966196,0.022244066,0.115889179,#D3D3D3,1.652785817
YIF1A,-0.24447037,0.113765157,0.321155984,#D3D3D3,0.943990731
LPL,-0.020195206,0.945159942,0.977361767,#D3D3D3,0.024494693
AUTS2,0.831911555,0.002608087,0.026087065,#56B4E9,2.583677865
LMNTD1,0.534682651,0.076878619,0.253149073,#D3D3D3,1.114194428
SF3A2,0.412832116,0.009358825,0.064302335,#D3D3D3,2.028778695
HDGF,-0.012612798,0.957727385,0.983032995,#D3D3D3,0.018758094
ST20,0.358395499,0.238113168,0.491808742,#D3D3D3,0.623216587
BACH1,-0.332273107,0.16325692,0.39664583,#D3D3D3,0.787128402
ACAA1,-0.51534969,0.002001517,0.021531299,#0072B2,2.698640767
CCL4L1,0.268926581,0.210772238,0.45937609,#D3D3D3,0.676186592
SNAPIN,-0.018533811,0.932301743,0.970478265,#D3D3D3,0.030443504
KLF5,-1.979273184,1.56E-05,0.000694039,#0072B2,4.806679878
KLHL33,0.043574178,0.921810469,0.96510086,#D3D3D3,0.035358364
BPNT2,-0.018346675,0.925441443,0.967339995,#D3D3D3,0.033651056
AKR1C3,-0.869669398,0.027503297,0.132942028,#0072B2,1.560615244
TTC5,0.272127143,0.03271227,0.149047931,#D3D3D3,1.485289318
TCF3,0.347116427,0.116725247,0.326087737,#D3D3D3,0.932835197
PRKD2,0.343031069,0.001795446,0.019866824,#D3D3D3,2.745827628
RLBP1,0.167105724,0.750742915,0.88094556,#D3D3D3,0.124508758
MAPKAPK5,0.051488779,0.801592205,0.907262944,#D3D3D3,0.096046514
SMIM18,0.588482339,0.023704327,0.121580258,#56B4E9,1.625172368
SIRPB2,-0.446240824,0.148297993,0.373667072,#D3D3D3,0.828864727
PRKAR2B,-0.406856302,0.097773806,0.294782431,#D3D3D3,1.009777477
SCGB2B2,-0.639413605,0.156395763,0.386211603,#D3D3D3,0.805775017
ARG2,-0.145580752,0.423735062,0.669227705,#D3D3D3,0.372905599
TUBB,0.969800514,0.000653835,0.00957406,#56B4E9,3.184531538
NIN,0.865165169,0.003387702,0.031337172,#56B4E9,2.470094818
C17orf58,-0.053277518,0.823156013,0.919564621,#D3D3D3,0.084517845
BCL6B,-0.22646264,0.265149822,0.521755411,#D3D3D3,0.57650866
C3orf56,0.223331036,0.514029254,0.735859983,#D3D3D3,0.289012164
UBL5,-0.372584996,0.037788722,0.161929768,#D3D3D3,1.4226378
PRKCI,-0.230490072,0.08868559,0.278395777,#D3D3D3,1.052146942
UBA7,0.239986121,0.092426505,0.284781776,#D3D3D3,1.034203469
HROB,0.508908671,0.203760293,0.449571742,#D3D3D3,0.690880443
NPW,-0.243976315,0.525906818,0.744155278,#D3D3D3,0.279091198
SYNE4,0.046013017,0.855975502,0.935274943,#D3D3D3,0.067538665
EDEM2,-0.520817444,0.004518644,0.038580154,#0072B2,2.344991889
OR6K2,0.227912231,0.126021285,0.340854377,#D3D3D3,0.899556095
RTKN,-0.622656544,0.028995652,0.137368762,#0072B2,1.537667119
BRCA1,0.558408299,0.238072246,0.491784488,#D3D3D3,0.623291231
ZNF157,0.22806195,0.353987468,0.610530576,#D3D3D3,0.451012113
SLC8A2,-0.326479711,0.573179541,0.777617841,#D3D3D3,0.24170932
PCK2,0.44106647,0.251554219,0.506301602,#D3D3D3,0.599368394
GREB1,0.119640438,0.650824713,0.826820198,#D3D3D3,0.186535964
SHOC2,0.874307222,0.003182799,0.03001702,#56B4E9,2.497190737
ETF1,0.213132306,0.169924513,0.406228048,#D3D3D3,0.769743967
ZMYM5,0.064961923,0.562363214,0.770145504,#D3D3D3,0.249983095
ZNF771,-0.401497013,0.183321972,0.425169742,#D3D3D3,0.73678548
JCHAIN,-6.503062038,4.59E-10,1.95E-06,#0072B2,9.338402377
CPN1,-0.627705531,0.025061847,0.12582436,#0072B2,1.600986918
CHST11,-0.074100312,0.720508562,0.864913978,#D3D3D3,0.142360854
HTRA3,-0.892588018,0.005474487,0.044405056,#0072B2,2.261656553
TRAPPC14,0.53453054,0.159558515,0.390593036,#D3D3D3,0.797080014
NR0B2,0.108545965,0.780914635,0.896554388,#D3D3D3,0.107396438
RPP14,-0.123334127,0.638206085,0.819942315,#D3D3D3,0.195039059
CLPSL1,0.012556844,0.97030679,0.989515801,#D3D3D3,0.013090929
SLC39A10,0.660028066,0.033680796,0.151860925,#56B4E9,1.472617652
VAMP8,-0.808097596,0.000246301,0.004826931,#0072B2,3.608533474
FGFBP3,0.167085844,0.605313047,0.799713576,#D3D3D3,0.218019965
OR10A4,-0.384374934,0.240845314,0.495243886,#D3D3D3,0.618261799
GOLGA8A,0.293675694,0.115280879,0.323325011,#D3D3D3,0.938242723
SCD5,0.48202852,0.040175727,0.168145198,#D3D3D3,1.396036253
PSORS1C1,0.253254447,0.62727718,0.813616254,#D3D3D3,0.202540511
SGCE,0.057605463,0.804893784,0.909012063,#D3D3D3,0.094261427
TEX13A,-0.276632497,0.250396222,0.505168534,#D3D3D3,0.601372227
ZDHHC6,0.357166553,0.043517504,0.176351047,#D3D3D3,1.361336026
FCRL2,2.24254242,0.00022071,0.004519852,#56B4E9,3.656178897
SLC25A42,0.081156013,0.724184153,0.866614578,#D3D3D3,0.140150983
SF3A1,0.548973926,0.013843873,0.084814482,#56B4E9,1.858742387
SMIM8,0.267449714,0.24487588,0.499183381,#D3D3D3,0.611053991
ZNF181,0.060748634,0.783533733,0.897978888,#D3D3D3,0.105942302
ZNF404,0.690394671,0.038158475,0.162733536,#56B4E9,1.418408992
PPM1M,-0.124807468,0.381135368,0.632872462,#D3D3D3,0.418920749
MORC2,0.025587682,0.919271918,0.963878084,#D3D3D3,0.036556006
OR13C4,-0.298158877,0.358836478,0.614385455,#D3D3D3,0.445103415
H2BC18,0.331417484,0.473030346,0.705839173,#D3D3D3,0.325110997
TOM1,-0.341601723,0.025701181,0.127929855,#D3D3D3,1.590046913
APLNR,-0.225801157,0.419894354,0.666844669,#D3D3D3,0.376859965
RPRML,-0.570805455,0.106109179,0.308817839,#D3D3D3,0.974247045
CREBBP,0.54463883,0.008539699,0.060573161,#56B4E9,2.068557422
GLDC,-0.8435185,0.008049004,0.058474931,#0072B2,2.094257869
XPO6,0.705330581,0.001464514,0.017236677,#56B4E9,2.83430642
RBM47,-0.970317233,0.001082619,0.0138862,#0072B2,2.965524214
LRRC4C,-0.21493401,0.434915605,0.678458683,#D3D3D3,0.361595009
GLRX2,-0.198850408,0.685245817,0.844543546,#D3D3D3,0.164153607
CCNQ,0.570137163,0.045879334,0.182241407,#56B4E9,1.338382899
AGTR1,-0.192384221,0.362857318,0.617986787,#D3D3D3,0.440264113
SLC40A1,-1.658551133,1.27E-05,0.000603905,#0072B2,4.895505666
FMO3,0.042748713,0.926713837,0.967934259,#D3D3D3,0.033054352
EDARADD,0.684797983,0.133160262,0.351284229,#D3D3D3,0.875625359
TOP3A,-0.385189832,0.0335918,0.151662521,#D3D3D3,1.47376673
ARMC2,-0.254360368,0.363482333,0.618266854,#D3D3D3,0.439516694
CYB561D1,0.293757042,0.235007779,0.488246356,#D3D3D3,0.628917762
EXO1,-0.424157527,0.096536095,0.292629378,#D3D3D3,1.015310274
BCL3,-0.337715341,0.019079797,0.104846624,#D3D3D3,1.719426241
PSMG1,0.010663782,0.970437827,0.989518975,#D3D3D3,0.013032283
DLEU7,0.156745163,0.611001115,0.802680162,#D3D3D3,0.213957997
ACOXL,0.214100557,0.52818927,0.745632126,#D3D3D3,0.277210426
ZNF513,0.110677404,0.246282819,0.500524616,#D3D3D3,0.608565883
CER1,0.337454623,0.27761596,0.534491592,#D3D3D3,0.55655557
DNAJC1,-0.773171408,0.001063663,0.013666301,#0072B2,2.973195892
SMAD1,0.085598526,0.728973934,0.868584424,#D3D3D3,0.137288001
HSH2D,-0.118027461,0.466906298,0.701921215,#D3D3D3,0.330770268
FAM193B,0.170451905,0.357376411,0.613039378,#D3D3D3,0.446874116
KRTAP5-3,0.317004354,0.538187792,0.752835542,#D3D3D3,0.269066157
VPS13B,0.396280445,0.000940902,0.012516156,#D3D3D3,3.026455401
TMUB1,0.151070238,0.438003752,0.68138409,#D3D3D3,0.35852217
RPS6KA3,0.124282963,0.501822639,0.72685792,#D3D3D3,0.29944975
ZNF888,0.070563415,0.803746468,0.908906533,#D3D3D3,0.094880922
CALM3,0.171727694,0.150471284,0.376602765,#D3D3D3,0.822546373
BTG2,-2.725304787,7.45E-10,1.95E-06,#0072B2,9.128108249
COX4I2,0.100562147,0.761214749,0.886444647,#D3D3D3,0.118492806
FAM174A,-0.723447567,0.026631607,0.130707366,#0072B2,1.574602635
ZNF770,0.314527186,0.047741989,0.186952481,#D3D3D3,1.321099493
PTAR1,0.535695246,0.034037276,0.152773437,#56B4E9,1.468045199
DHX9,0.992215855,0.001353557,0.016306537,#56B4E9,2.868523529
FLAD1,0.438003313,0.014378572,0.087134086,#D3D3D3,1.842284234
CDK3,0.202565368,0.445354967,0.686476811,#D3D3D3,0.3512937
DNAAF8,-0.371803037,0.315063859,0.573977964,#D3D3D3,0.501601412
SIX2,0.254348075,0.62090978,0.809445572,#D3D3D3,0.206971499
OR4C13,-0.124739736,0.615294008,0.805887878,#D3D3D3,0.210917314
CCDC80,-0.282857492,0.322767978,0.580716857,#D3D3D3,0.491109559
RPL5,1.101355964,5.70E-07,6.72E-05,#56B4E9,6.243921933
PTPN22,0.376921922,0.18796474,0.431017635,#D3D3D3,0.725923613
GALC,0.021750552,0.916414479,0.962895233,#D3D3D3,0.037908058
NLRP12,0.482970256,0.140105152,0.362612444,#D3D3D3,0.853545894
GKAP1,-0.084837976,0.789256264,0.900515329,#D3D3D3,0.102781962
KIF19,-0.295660091,0.445293154,0.686476811,#D3D3D3,0.351353981
EGLN2,0.216402824,0.22587942,0.477363227,#D3D3D3,0.646123337
FZD9,0.682954928,0.038014418,0.162448021,#56B4E9,1.420051659
TCAIM,0.276382945,0.161469873,0.393722981,#D3D3D3,0.791908495
CCDC137,-0.273416136,0.04178225,0.172259795,#D3D3D3,1.379008177
UCP1,-0.308323982,0.272576952,0.529386028,#D3D3D3,0.564510869
ARL2BP,0.444564234,0.046676658,0.184408908,#D3D3D3,1.330900242
SPSB2,-0.321896471,0.274383659,0.531170195,#D3D3D3,0.561641757
HEPH,-0.882419713,0.002710026,0.026854465,#0072B2,2.567026505
MINAR1,-0.403574022,0.103305104,0.304069897,#D3D3D3,0.985878219
CGREF1,-0.05816101,0.787386258,0.899799715,#D3D3D3,0.103812169
GALM,-0.530865412,0.005484683,0.044420399,#0072B2,2.260848451
ZNF585B,0.388391854,0.071557936,0.240986616,#D3D3D3,1.145342194
VARS1,-0.138027457,0.510247358,0.732139365,#D3D3D3,0.292219235
SNRPB,0.667654527,0.009003334,0.062833207,#56B4E9,2.045596628
ZNF746,-0.301396657,0.331483229,0.589949138,#D3D3D3,0.47953844
SPRR2A,0.215169697,0.551882286,0.763439999,#D3D3D3,0.258153545
ADAT2,0.846002787,0.03094109,0.143540087,#56B4E9,1.509464388
DHX38,0.330072782,0.109347697,0.313266376,#D3D3D3,0.961190358
NECTIN4,0.564749492,0.010523268,0.06995111,#56B4E9,1.977849372
RNF135,-0.093056722,0.667159081,0.835528094,#D3D3D3,0.175770598
PDE5A,-0.687169303,0.094382777,0.288511828,#D3D3D3,1.025107248
NBPF26,0.445318872,0.018395906,0.102439124,#D3D3D3,1.735278809
ZNF354C,0.025522484,0.889008844,0.950901508,#D3D3D3,0.051093919
THAP9,0.436474265,0.277285987,0.534252231,#D3D3D3,0.557072078
PIWIL1,0.196437543,0.492246031,0.71966643,#D3D3D3,0.307817777
INTU,0.044051675,0.838007035,0.92614889,#D3D3D3,0.076752335
TMEM183A,0.124079974,0.323983446,0.581912734,#D3D3D3,0.48947718
EFEMP2,-0.487410885,0.052848211,0.199664593,#D3D3D3,1.27696971
PTPDC1,-0.375273978,0.083822989,0.268890875,#D3D3D3,1.076636856
IFI6,-1.127941117,0.000285457,0.005286923,#0072B2,3.544458626
ODF1,0.381453242,0.074854417,0.248835572,#D3D3D3,1.125782565
COMMD7,0.304395817,0.123603745,0.336981158,#D3D3D3,0.90796837
KRT17,-0.270909088,0.335638306,0.593957237,#D3D3D3,0.474128479
AAR2,0.382256581,0.04276768,0.174529415,#D3D3D3,1.368884304
CFAP47,0.181364998,0.641245648,0.821742256,#D3D3D3,0.19297557
NTAN1,-0.233345095,0.21751884,0.46780677,#D3D3D3,0.662503122
MARK2,0.075492448,0.668088011,0.83605252,#D3D3D3,0.175166321
MTM1,-0.085409433,0.576512208,0.780194055,#D3D3D3,0.239191492
HPGDS,-0.975697795,0.005327165,0.043563337,#0072B2,2.273503859
NFE2L2,-0.463363146,0.000587259,0.008868873,#D3D3D3,3.231170375
PHGDH,-0.792831245,0.016171773,0.094004106,#0072B2,1.791242374
CCNG1,0.321046921,0.167886271,0.403431509,#D3D3D3,0.774984818
TMEM174,-0.006108908,0.980787072,0.993605776,#D3D3D3,0.008425267
ERCC6L2,-0.126511661,0.565533924,0.772157223,#D3D3D3,0.247541338
TSHZ1,0.005510763,0.982644187,0.993967418,#D3D3D3,0.007603711
OR6J1,-0.374730813,0.087719879,0.276393875,#D3D3D3,1.056901977
HEBP1,-0.277997077,0.224084933,0.475171277,#D3D3D3,0.649587344
IMPG2,-0.03204553,0.905258419,0.957189382,#D3D3D3,0.043227428
PXYLP1,0.26593823,0.399821572,0.648877494,#D3D3D3,0.398133778
ENPP1,-0.23055241,0.417693239,0.664538235,#D3D3D3,0.379142554
APPL1,0.395070179,0.036642397,0.15908577,#D3D3D3,1.436016125
COQ8B,0.093000605,0.589489519,0.788825436,#D3D3D3,0.229523912
PRNP,-0.494407643,0.00580389,0.046344639,#D3D3D3,2.236280803
RETSAT,-0.466641228,0.022997034,0.118783943,#D3D3D3,1.63832818
ITGB2,-0.509037833,0.037036109,0.159970932,#0072B2,1.43137465
UNC13B,-0.702055092,0.025797459,0.1282168,#0072B2,1.588423061
ACTR5,0.004346079,0.982194368,0.993790163,#D3D3D3,0.00780256
SYT11,0.04241729,0.827214315,0.92111391,#D3D3D3,0.082381959
AK3,-0.443595738,0.012633907,0.079363352,#D3D3D3,1.898462316
PEX13,-0.382015257,0.077138716,0.253726761,#D3D3D3,1.112727593
PHOSPHO1,-0.020998042,0.949808793,0.979746459,#D3D3D3,0.022363814
POLR3C,0.415531661,0.207658617,0.455120718,#D3D3D3,0.682650044
ART5,0.04518789,0.891042964,0.95207796,#D3D3D3,0.050101355
LMNA,-0.951347711,0.000931244,0.012426913,#0072B2,3.03093638
PCGF5,0.357682813,0.058336119,0.2118831,#D3D3D3,1.23406247
OBSL1,0.072471431,0.797610158,0.905369181,#D3D3D3,0.098209324
MRPL32,0.384296923,0.208569775,0.456227772,#D3D3D3,0.680748628
SMARCD2,0.131718295,0.486888571,0.715870188,#D3D3D3,0.31257042
CLIP1,0.163073676,0.338942518,0.596544702,#D3D3D3,0.469873948
BLOC1S4,0.332248822,0.020237176,0.109116156,#D3D3D3,1.693850083
MACROD2,-0.52525389,0.070829854,0.23960191,#D3D3D3,1.149783653
MRPL1,0.005775577,0.970980145,0.989712692,#D3D3D3,0.012789651
TMEM132A,0.179771578,0.451967977,0.691726128,#D3D3D3,0.344892335
FAAP24,0.216152916,0.228572687,0.480344648,#D3D3D3,0.640975665
GDA,-0.36686666,0.094943435,0.289279432,#D3D3D3,1.022535059
SF1,0.941226126,0.000485446,0.007745838,#56B4E9,3.313859401
POLE4,0.197061918,0.436090024,0.679507951,#D3D3D3,0.360423848
RAB35,-0.304261411,0.08493855,0.27076874,#D3D3D3,1.070895155
BBS12,-0.403224532,0.094769597,0.289141631,#D3D3D3,1.023330965
TAF8,0.23202855,0.335798293,0.593957237,#D3D3D3,0.473921516
DNAJB4,-0.31284234,0.293899112,0.551048575,#D3D3D3,0.531801726
H4C12,0.262423711,0.398045885,0.647179755,#D3D3D3,0.400066862
IQCA1L,0.039311535,0.877562701,0.945136543,#D3D3D3,0.056721844
MPST,-0.761428327,0.000770101,0.010852249,#0072B2,3.113452078
MYCBP2,0.888956452,0.000194269,0.004123692,#56B4E9,3.711596223
MGAT4A,0.164331719,0.474383753,0.706482616,#D3D3D3,0.323870194
CFAP299,0.446408198,0.122905704,0.335850938,#D3D3D3,0.910427963
ARMCX6,0.32085378,0.110846421,0.316376898,#D3D3D3,0.955278325
LRRK1,-0.032840347,0.914578843,0.962090838,#D3D3D3,0.038778849
PRPF40A,0.158258627,0.440175758,0.682613885,#D3D3D3,0.356373879
OPLAH,0.051964696,0.861616522,0.937003798,#D3D3D3,0.064685982
TIGD1,0.151683668,0.365319956,0.620237991,#D3D3D3,0.437326603
PRMT8,0.389563025,0.058721133,0.212863762,#D3D3D3,1.231205577
EZH2,0.309678368,0.24919733,0.50347526,#D3D3D3,0.603456615
SYNGR3,0.586008487,0.020553112,0.110213855,#56B4E9,1.687122414
LIG4,0.672185411,0.052530949,0.199001263,#D3D3D3,1.279584752
ASIC3,0.255777767,0.25459078,0.509968267,#D3D3D3,0.594157329
PITX3,0.258848053,0.193592929,0.437668039,#D3D3D3,0.713110509
POU6F1,0.155949358,0.60084782,0.796499068,#D3D3D3,0.22123551
CLRN2,0.287045407,0.190304115,0.433606266,#D3D3D3,0.720551822
EPC2,0.558987994,0.004435172,0.03810275,#56B4E9,2.353089504
DGCR2,-0.169094012,0.323513122,0.581474902,#D3D3D3,0.490108099
PALD1,-0.283431032,0.361303107,0.616500949,#D3D3D3,0.442128304
DESI2,-0.159109477,0.649712962,0.826185474,#D3D3D3,0.187278469
FBXO6,-0.181763819,0.512679431,0.73462839,#D3D3D3,0.290154107
HMG20B,0.036571366,0.877005204,0.945136543,#D3D3D3,0.05699783
S100A7,0.002096693,0.993586134,0.997254687,#D3D3D3,0.002794478
CMAS,-0.594127165,0.027090457,0.132074795,#0072B2,1.567183666
POU2F2,1.825861725,1.44E-05,0.000663268,#56B4E9,4.840347941
HIVEP3,0.122149496,0.46646398,0.701706244,#D3D3D3,0.331181887
REG1A,-1.077755337,0.035562567,0.156757993,#0072B2,1.449006894
EIF3E,1.087831197,6.29E-07,7.26E-05,#56B4E9,6.201365881
IRS2,-0.05066633,0.830174499,0.92210295,#D3D3D3,0.080830611
VPS36,-0.059946903,0.793485276,0.902937063,#D3D3D3,0.100461128
SACS,0.504278551,0.010364566,0.069165125,#56B4E9,1.984448882
DMRTC2,0.099935338,0.819853823,0.917577298,#D3D3D3,0.086263574
HR,-0.020964606,0.881892222,0.947257122,#D3D3D3,0.054584488
MACROD1,-0.126363587,0.517365901,0.737940245,#D3D3D3,0.286202199
SAP25,1.180083747,0.020909516,0.111627803,#56B4E9,1.679656029
RSRP1,0.033470602,0.725197794,0.86715031,#D3D3D3,0.139543525
WASL,-0.510304069,0.006727678,0.05130692,#0072B2,2.172134775
RPL12,0.948727763,1.27E-06,0.000121735,#56B4E9,5.895785345
PIGQ,-0.269113798,0.057823462,0.210578356,#D3D3D3,1.237895909
OCRL,-0.140197838,0.533401128,0.749298515,#D3D3D3,0.272946071
MRPL51,0.091658236,0.679892243,0.842461095,#D3D3D3,0.167559914
CDV3,-0.210090219,0.197692181,0.442836792,#D3D3D3,0.704010507
HNRNPU,0.429184574,0.000116919,0.002832321,#D3D3D3,3.932116235
C4orf3,-0.416927591,0.014657859,0.088166867,#D3D3D3,1.833929448
GFER,0.014768227,0.933120417,0.970770738,#D3D3D3,0.030062308
TUBB4B,-0.260428988,0.284573275,0.541156793,#D3D3D3,0.545805887
EPB41,0.811685715,6.31E-05,0.001842541,#56B4E9,4.200109952
SCARA5,-0.866938215,0.00219828,0.023026605,#0072B2,2.657917041
