GeneName,FC,P,FDR,Color,Significance
COA8,0.22731408,0.624802999,0.811958373,#D3D3D3,0.204256895
C8orf58,-0.09731291,0.563910295,0.771127311,#D3D3D3,0.248789977
RAD1,-0.082167372,0.751747107,0.881571474,#D3D3D3,0.123928234
SGO2,0.794516091,0.008547464,0.060579881,#56B4E9,2.068162726
XRCC6,0.326391299,0.04639255,0.183544611,#D3D3D3,1.333551753
MEX3B,-0.236557865,0.619317275,0.808518463,#D3D3D3,0.208086806
GRAMD4,-0.476456932,0.191311032,0.43469196,#D3D3D3,0.718259985
HSPA5,-1.020194237,0.000253747,0.004910041,#0072B2,3.595599697
NAB2,-0.010345704,0.963852882,0.986445013,#D3D3D3,0.01598925
IFT122,-0.090411287,0.669748741,0.836671382,#D3D3D3,0.174088094
IFIH1,-0.179735692,0.396418278,0.646404186,#D3D3D3,0.401846329
TRIM44,0.350572422,0.034959483,0.15509532,#D3D3D3,1.456435003
PSMA8,0.216011516,0.486199926,0.715356922,#D3D3D3,0.313185112
CRACDL,0.150181542,0.594825057,0.792684451,#D3D3D3,0.225610745
HS3ST3B1,-0.095506894,0.679230938,0.842056509,#D3D3D3,0.167982541
FAM120C,-0.194123686,0.363855457,0.618624016,#D3D3D3,0.439071107
MPP6,0.15740018,0.699516079,0.853795475,#D3D3D3,0.155202298
UBE2D2,0.324302999,0.117285881,0.327354918,#D3D3D3,0.930754265
SNAI2,-0.815224456,0.000341235,0.005997048,#0072B2,3.46694689
RPS17,0.87405408,4.57E-07,5.84E-05,#56B4E9,6.340071852
MRPL46,0.140969039,0.539836983,0.754150567,#D3D3D3,0.267737366
METTL21C,-0.554821385,0.085246098,0.271492391,#D3D3D3,1.069325492
USB1,-0.226217808,0.373346508,0.627370728,#D3D3D3,0.427887906
TMEM97,-0.567277184,0.024602087,0.124368201,#0072B2,1.609028043
LIMD1,-0.138885214,0.268907395,0.525712241,#D3D3D3,0.570397255
SNED1,0.252043838,0.399019465,0.64819991,#D3D3D3,0.399005918
MBD4,0.725787382,0.001299821,0.015932492,#56B4E9,2.886116596
OR2S2,-0.343670865,0.383530257,0.635107911,#D3D3D3,0.416200369
FAR2,-0.251016236,0.527275871,0.744904236,#D3D3D3,0.277962102
CDCA4,-0.525187723,0.063295863,0.223786129,#D3D3D3,1.198624673
CEP192,-0.285176434,0.175478456,0.414312818,#D3D3D3,0.755776197
KLHL36,0.759418519,0.000950316,0.012581792,#56B4E9,3.022132072
SLC49A3,-0.396976104,0.044861131,0.179679062,#D3D3D3,1.348129786
NPTN,-0.538532639,0.020753385,0.110934843,#0072B2,1.682911047
ANXA4,-1.101697962,2.03E-05,0.00082107,#0072B2,4.692809714
ST8SIA2,0.211045254,0.618699539,0.808338142,#D3D3D3,0.208520207
VAT1,-0.759547008,0.002365492,0.024369194,#0072B2,2.626078526
KIAA1755,-0.370780491,0.05453579,0.203120975,#D3D3D3,1.263318394
KRT78,-0.202081067,0.595621882,0.792939273,#D3D3D3,0.225029356
NRCAM,0.035702336,0.885436611,0.949068216,#D3D3D3,0.052842525
LDHD,-0.554962784,0.09286293,0.28550015,#D3D3D3,1.032157617
ALX4,-0.142941803,0.632371788,0.816457001,#D3D3D3,0.199027514
AK1,-0.766509559,0.024358534,0.123655839,#0072B2,1.613348854
LGALS4,-2.986326928,2.80E-07,4.25E-05,#0072B2,6.553494019
BRF1,0.146717571,0.407727254,0.656343743,#D3D3D3,0.389630257
PUSL1,0.422791442,0.277656132,0.534492805,#D3D3D3,0.55649273
SPINK2,0.111788025,0.502508989,0.727118068,#D3D3D3,0.298856165
IBSP,0.195067459,0.702733034,0.855320342,#D3D3D3,0.153209631
CMTM6,0.348042877,0.128989949,0.345536886,#D3D3D3,0.889444128
TMIGD1,-0.474600835,0.162207368,0.395121113,#D3D3D3,0.789929422
KRT2,-0.170589182,0.457766114,0.696503888,#D3D3D3,0.339356359
OR4K17,0.028952152,0.917282847,0.963357131,#D3D3D3,0.037496727
DPM2,0.098493848,0.478170425,0.708927194,#D3D3D3,0.320417289
USP15,0.12609531,0.467110247,0.701946368,#D3D3D3,0.330580605
EXOC4,0.191524547,0.111193502,0.316563391,#D3D3D3,0.953920593
KIF13A,0.128685185,0.647266518,0.824629971,#D3D3D3,0.188916858
ADAR,0.154428064,0.237624936,0.491106748,#D3D3D3,0.624107987
WWP1,0.107271178,0.677611976,0.841163161,#D3D3D3,0.169018927
DENND4A,0.693630916,0.001276072,0.015758315,#56B4E9,2.894124758
EPHB3,0.094555238,0.634994046,0.818272777,#D3D3D3,0.197230347
MED14,0.428215491,0.003716854,0.033535254,#D3D3D3,2.429824519
CLEC4D,-0.050259969,0.918121623,0.963626904,#D3D3D3,0.037099784
NRM,0.264857493,0.107823819,0.311058482,#D3D3D3,0.967285289
GLT8D1,-1.156809321,0.000165047,0.003631461,#0072B2,3.782392894
CCND1,-0.568945664,0.053456731,0.200882887,#D3D3D3,1.271997602
CHMP6,0.064948239,0.682138505,0.843433903,#D3D3D3,0.166127435
CASK,0.231650739,0.296358342,0.553759065,#D3D3D3,0.528182844
ST3GAL1,0.244981191,0.277539934,0.534467328,#D3D3D3,0.556674519
RIPK3,-0.437920458,0.097674624,0.294597013,#D3D3D3,1.010218253
SEMA3A,-0.16874168,0.453227888,0.692484413,#D3D3D3,0.343683375
PTPN13,0.424474501,0.381622795,0.633327836,#D3D3D3,0.418365692
CHMP1A,-0.253533047,0.352391258,0.608711927,#D3D3D3,0.452974873
FAM9B,-0.105414687,0.655114521,0.829655861,#D3D3D3,0.183682774
MPV17,-0.019815548,0.899151834,0.954662026,#D3D3D3,0.046166966
CHD1L,0.504973654,0.055262575,0.20434301,#D3D3D3,1.257568883
HSPBP1,-0.282091559,0.277333142,0.534252231,#D3D3D3,0.556998229
NAGPA,-0.152026307,0.650499137,0.826748545,#D3D3D3,0.186753275
NOTO,0.069979072,0.771236705,0.891463097,#D3D3D3,0.11281231
E2F1,0.400887687,0.173579875,0.411496439,#D3D3D3,0.760500628
NPY4R,-0.087514034,0.617031404,0.807057244,#D3D3D3,0.209692732
SLC24A1,0.268360448,0.477434885,0.708730119,#D3D3D3,0.321085851
PALM2AKAP2,0.644761223,0.005855879,0.046620213,#56B4E9,2.232407878
SERPINB9,0.409084697,0.071339246,0.240711043,#D3D3D3,1.146671483
ABCA9,-0.599453135,0.003708389,0.033530682,#0072B2,2.430814692
KAT7,0.11758539,0.468513467,0.702832753,#D3D3D3,0.329277921
SPACA5B,0.481184155,0.158862738,0.38960703,#D3D3D3,0.798977956
GPATCH8,0.315182114,0.164881949,0.398899074,#D3D3D3,0.782826888
FAF1,-0.334687124,0.126231339,0.340933503,#D3D3D3,0.898832812
ABHD2,-0.289219842,0.036584381,0.158963568,#D3D3D3,1.436704291
SEMA6D,-0.439491695,0.138042249,0.359037664,#D3D3D3,0.859987974
OR2T12,0.299473982,0.127815245,0.343407961,#D3D3D3,0.893417344
CTSA,-0.565893924,0.028797353,0.136632662,#0072B2,1.540647424
UBE2G1,0.372013521,0.034050014,0.152789918,#D3D3D3,1.467882708
H2AC15,0.812753101,0.057143707,0.208960737,#D3D3D3,1.24303159
RTTN,0.124419041,0.674839711,0.839351317,#D3D3D3,0.170799369
C4BPB,-0.559315466,0.064698591,0.226747777,#D3D3D3,1.189105175
ADAMTS15,-0.398555469,0.19104398,0.434469739,#D3D3D3,0.718866643
TARS3,0.105758036,0.632701368,0.8165222,#D3D3D3,0.198801227
ZMYND8,0.078908958,0.62235521,0.810442529,#D3D3D3,0.20596167
CCL3L3,0.039430305,0.858935559,0.936017032,#D3D3D3,0.066039418
TYW5,0.024568452,0.902407493,0.955890635,#D3D3D3,0.044597307
TMEM41B,-0.317389717,0.000918648,0.012307546,#D3D3D3,3.036850864
TMEM80,0.156375364,0.356818292,0.612841689,#D3D3D3,0.44755289
PREB,-0.552033864,0.004461399,0.038208933,#0072B2,2.350528944
NFRKB,0.301739365,0.13152966,0.349102503,#D3D3D3,0.880976302
NRXN3,0.059923128,0.825295688,0.920307895,#D3D3D3,0.083390424
CCDC153,-1.080485294,0.009963823,0.06722589,#0072B2,2.001573997
SLC25A41,-1.009695478,0.008083099,0.058594642,#0072B2,2.092422124
PLTP,-3.10494925,1.38E-05,0.000643314,#0072B2,4.86077276
TCF23,0.226206528,0.170952158,0.407512497,#D3D3D3,0.767125413
WDR12,-0.04801571,0.724497561,0.866866527,#D3D3D3,0.139963072
SETDB1,0.35500306,0.07436542,0.247551806,#D3D3D3,1.128628962
MAJIN,0.136924055,0.841143993,0.927499387,#D3D3D3,0.075129652
ZNF277,0.262244691,0.443093783,0.684814546,#D3D3D3,0.353504343
PRRX1,0.85779126,0.038457792,0.163619239,#56B4E9,1.415015659
SMTNL2,0.004335807,0.989994345,0.9960032,#D3D3D3,0.004367286
TLE1,0.216224073,0.436186356,0.679507951,#D3D3D3,0.360327924
SLC10A3,-0.315499554,0.215283756,0.46499967,#D3D3D3,0.666988738
STAB1,-3.536619014,1.20E-08,8.73E-06,#0072B2,7.919188081
ECSCR,-0.121436266,0.690057366,0.847622392,#D3D3D3,0.161114804
PCBP3,-0.310298016,0.142998103,0.36679573,#D3D3D3,0.844669724
WDR19,0.34005425,0.199525416,0.444957497,#D3D3D3,0.700001775
OCLN,-0.382322148,0.163750944,0.397500173,#D3D3D3,0.785816188
STIM1,-0.019540739,0.921480492,0.964896645,#D3D3D3,0.035513855
HDGFL2,-0.156985523,0.455708751,0.69452639,#D3D3D3,0.341312632
H1-5,0.800889365,0.227968821,0.479853441,#D3D3D3,0.642124548
SPINT3,-0.562118333,0.218566092,0.468844713,#D3D3D3,0.660417213
NPTX1,-0.139026627,0.611139847,0.802713991,#D3D3D3,0.213859399
GUCY2D,0.245960652,0.337260873,0.59550025,#D3D3D3,0.47203404
DHX58,-0.040496094,0.856585706,0.935500109,#D3D3D3,0.067229177
SNCG,0.25622005,0.186897321,0.42967773,#D3D3D3,0.728396925
MYH14,-1.596251413,4.07E-05,0.001336157,#0072B2,4.390728226
ANXA8,-0.272813966,0.367583198,0.621866901,#D3D3D3,0.434644348
RASSF5,0.753108085,0.000570609,0.008671818,#56B4E9,3.243661307
NFXL1,-0.029700979,0.854590931,0.934610055,#D3D3D3,0.06824172
SOD2,-0.916147289,0.039313856,0.165802326,#0072B2,1.405454354
PHOX2A,-0.958921964,0.001731874,0.01933739,#0072B2,2.761483678
RABL6,-0.152729003,0.198736771,0.444130588,#D3D3D3,0.70172177
TM2D1,0.381412009,0.107405652,0.310287085,#D3D3D3,0.968972865
HDDC2,0.532230358,0.02175044,0.114289174,#56B4E9,1.662531958
SLC35G4,0.178525317,0.378904493,0.631532468,#D3D3D3,0.421470245
FAM185A,-0.096759729,0.315272316,0.574132859,#D3D3D3,0.501314163
CHRFAM7A,0.208891327,0.389526085,0.640057778,#D3D3D3,0.409463454
HSPA4,0.508422122,0.00679129,0.051609695,#56B4E9,2.168047731
PI4KA,0.280242557,0.249450861,0.503864431,#D3D3D3,0.603014993
CYC1,-0.116106116,0.421020429,0.667470446,#D3D3D3,0.37569683
TAF5,-0.009366653,0.973746787,0.991095657,#D3D3D3,0.011553962
TTC23L,-0.105819143,0.802838689,0.908306589,#D3D3D3,0.095371707
OLFM1,0.598669688,0.106240849,0.309021263,#D3D3D3,0.973708469
NDOR1,-0.342720015,0.352319757,0.608677149,#D3D3D3,0.453063002
SPOCK2,1.018817436,0.000335321,0.005930221,#56B4E9,3.474539213
H3C4,0.350452218,0.394903039,0.644768618,#D3D3D3,0.403509524
PDE4C,-0.235963823,0.177161348,0.417021977,#D3D3D3,0.751631024
TNFRSF13C,2.113990749,9.63E-05,0.002476993,#56B4E9,4.016536856
PCM1,0.775542114,0.001594313,0.018266925,#56B4E9,2.79742633
ATG16L2,0.522094812,0.012587237,0.079188242,#56B4E9,1.900069574
HCRT,0.020777072,0.936130211,0.972321342,#D3D3D3,0.028663739
SLC22A1,-0.062409066,0.833006378,0.923529108,#D3D3D3,0.079351673
ZNF446,0.199692945,0.354995152,0.611455115,#D3D3D3,0.449777577
LRRC75A,-0.796788793,0.007045075,0.05296674,#0072B2,2.152114371
KLHL34,-0.36425706,0.082808188,0.266758036,#D3D3D3,1.081926717
UXS1,0.179291008,0.464989231,0.700862078,#D3D3D3,0.332557105
TRIM37,-0.083241107,0.804766443,0.909012063,#D3D3D3,0.094330141
BVES,0.437530987,0.069876799,0.237536016,#D3D3D3,1.155666998
AP3M2,0.371948312,0.217671515,0.46780677,#D3D3D3,0.6621984
ATP6AP1,-0.546027748,0.003224846,0.030212094,#0072B2,2.491491005
CRELD2,-1.276740099,1.88E-07,3.33E-05,#0072B2,6.726338226
YIPF4,0.031934326,0.851011159,0.932207336,#D3D3D3,0.070064745
RNF5,-0.221002143,0.214960948,0.464600131,#D3D3D3,0.667640431
CTPS1,0.358149861,0.120026751,0.331682384,#D3D3D3,0.92072195
XBP1,-3.728039192,6.27E-08,1.89E-05,#0072B2,7.202716173
CSGALNACT1,0.4065758,0.073596929,0.245727984,#D3D3D3,1.133140305
STAT4,-0.216704612,0.431021315,0.675572699,#D3D3D3,0.365501253
CDH23,-0.044140085,0.848362757,0.931000515,#D3D3D3,0.071418405
FBRSL1,0.312415728,0.074971413,0.249077114,#D3D3D3,1.125104302
SEPTIN14,-0.264326776,0.406174607,0.654962383,#D3D3D3,0.391287231
CPT1A,-1.361457733,0.000164722,0.003629055,#0072B2,3.783247945
FBH1,-0.984749943,6.87E-05,0.001942886,#0072B2,4.162891902
BIN1,0.54419183,0.009049824,0.063053219,#56B4E9,2.043359858
KCNF1,0.042202857,0.875667727,0.944382096,#D3D3D3,0.057660656
PRKDC,0.548006854,0.003825326,0.034293644,#56B4E9,2.417331509
ITSN2,1.017235586,0.000115834,0.002821187,#56B4E9,3.936165067
TSC22D2,0.082097107,0.715938979,0.862683799,#D3D3D3,0.145123992
SCG2,-0.18892251,0.516182666,0.737391308,#D3D3D3,0.287196584
CLPTM1L,-1.476587788,1.86E-07,3.33E-05,#0072B2,6.729851783
USP31,-0.025460527,0.901132858,0.955529689,#D3D3D3,0.045211174
PIM3,-0.131532362,0.550751728,0.762971938,#D3D3D3,0.259044132
EIF4E3,-0.457721419,0.015582231,0.091538138,#D3D3D3,1.807370366
KRTAP9-6,0.227949726,0.118044376,0.328309741,#D3D3D3,0.927954699
PTPRN,0.275030924,0.562461197,0.770145504,#D3D3D3,0.249907434
LRP4,-0.328972992,0.332918198,0.591618957,#D3D3D3,0.477662464
FAM83G,0.211854557,0.523235885,0.7426753,#D3D3D3,0.281302478
PKN2,0.028170036,0.891559525,0.952119138,#D3D3D3,0.049849656
ADGRL3,-1.654327274,0.006775815,0.051557372,#0072B2,2.16903849
ZNF275,-0.531505995,0.084035406,0.269315978,#D3D3D3,1.075537698
SLC38A3,-0.119639523,0.514587147,0.735993476,#D3D3D3,0.288541065
SCX,0.283579041,0.268732147,0.52555769,#D3D3D3,0.570680379
PATE3,-0.046964336,0.882538827,0.947528945,#D3D3D3,0.054266179
APLP1,-0.099870945,0.667072701,0.835528094,#D3D3D3,0.175826832
APH1A,0.373677895,0.02303141,0.118888632,#D3D3D3,1.637679475
RNPEP,-0.527676381,0.000673037,0.009778761,#0072B2,3.171961159
IBTK,-0.068061941,0.695822773,0.851353686,#D3D3D3,0.157501362
MRI1,-0.011857541,0.970889555,0.989712692,#D3D3D3,0.012830171
HSP90AA1,0.516904882,0.012186826,0.077420569,#56B4E9,1.914109382
C7orf25,-0.501751839,0.257855934,0.514132079,#D3D3D3,0.58862287
FAM228A,-0.26124966,0.467131272,0.701946368,#D3D3D3,0.330561058
CORO1C,-0.766093635,2.35E-05,0.000903993,#0072B2,4.62895698
SELENOF,0.180260482,0.24539169,0.499737983,#D3D3D3,0.610140148
SRSF11,0.436817098,0.001280236,0.015758315,#D3D3D3,2.892709908
SFXN3,-0.589569083,0.009784422,0.066307456,#0072B2,2.00946484
SCAMP4,0.063449863,0.434067696,0.677888894,#D3D3D3,0.362442534
INSM1,0.397247342,0.093421988,0.286643763,#D3D3D3,1.029550894
OSTF1,-0.102173029,0.610497779,0.802563985,#D3D3D3,0.214315912
GEMIN2,0.647930458,0.008967495,0.062712933,#56B4E9,2.047328834
TMEM251,-0.045774973,0.806856345,0.910285617,#D3D3D3,0.093203782
PRPF18,0.401696871,0.158880332,0.38960703,#D3D3D3,0.798929862
METTL18,0.267451382,0.12243082,0.33519315,#D3D3D3,0.912109243
BRD3OS,0.393576291,0.443272563,0.685028037,#D3D3D3,0.353329149
ME3,0.002332426,0.995068839,0.997696917,#D3D3D3,0.002146874
ARMCX2,0.175616571,0.524609568,0.743130749,#D3D3D3,0.280163793
SLC4A4,-1.262563953,0.000842632,0.011503499,#0072B2,3.074361852
HLA-DOB,1.268117408,2.68E-06,0.000199626,#56B4E9,5.57157099
SOX8,0.607354505,0.109171568,0.312919378,#D3D3D3,0.961890451
AARSD1,-0.096128532,0.374550655,0.627814693,#D3D3D3,0.426489439
RAB2A,-0.135095732,0.430790903,0.675387689,#D3D3D3,0.365733476
ITGB8,0.112490067,0.766562972,0.889538166,#D3D3D3,0.115452163
METTL15,-0.118023224,0.636204783,0.818941551,#D3D3D3,0.19640307
EXOSC2,0.311933479,0.209308266,0.45728609,#D3D3D3,0.67921362
PUM2,0.298159859,0.037542971,0.161486439,#D3D3D3,1.425471362
MLLT1,0.140968838,0.218554156,0.468844713,#D3D3D3,0.660440931
STIMATE,-0.167605339,0.35740625,0.613039378,#D3D3D3,0.446837858
TBC1D13,0.004145216,0.971916322,0.990247715,#D3D3D3,0.012371124
LEMD1,-0.113088212,0.671053847,0.837274439,#D3D3D3,0.173242629
TOMM40L,0.561120328,0.111035913,0.316427675,#D3D3D3,0.95453653
OR10G9,-0.111975155,0.649208912,0.825877755,#D3D3D3,0.187615527
RBX1,0.120734381,0.198794342,0.444183991,#D3D3D3,0.70159598
RIOX2,-0.280354493,0.279753366,0.536271786,#D3D3D3,0.553224679
LAP3,-0.729431193,0.008274315,0.05957083,#0072B2,2.082267926
CDK19,0.65849455,0.053760847,0.20153143,#D3D3D3,1.269533899
VMA21,0.054106245,0.740144093,0.875680602,#D3D3D3,0.130683723
LCE2B,-0.778830483,0.005370257,0.043788251,#0072B2,2.270004912
POLR2D,0.394085177,0.067820886,0.233320782,#D3D3D3,1.168636543
GPR68,-0.443260222,0.063922595,0.225057744,#D3D3D3,1.1943456
TFF1,-0.26710166,0.602927147,0.797998863,#D3D3D3,0.219735161
RGN,0.511734827,0.283852292,0.540387047,#D3D3D3,0.546907595
NUDT4,0.180295335,0.510124811,0.732032682,#D3D3D3,0.292323553
DGLUCY,-0.057136501,0.72331613,0.8661856,#D3D3D3,0.14067185
ZNF502,-0.325326475,0.383374595,0.635026577,#D3D3D3,0.41637667
CBR3,-0.118688157,0.526064814,0.744253871,#D3D3D3,0.278960745
BAG3,-0.713950832,0.024077225,0.122745781,#0072B2,1.618393565
B3GNTL1,-0.33691983,0.517730263,0.737940245,#D3D3D3,0.285896448
FANCL,0.285228356,0.331856245,0.590425963,#D3D3D3,0.479050006
FAM204A,0.054555264,0.716613334,0.863069968,#D3D3D3,0.144715115
ENKD1,-0.097329649,0.544117992,0.757710042,#D3D3D3,0.264306913
CASP12,0.175375187,0.335511181,0.593919277,#D3D3D3,0.474293003
VTI1B,-0.089867166,0.533938212,0.74985373,#D3D3D3,0.272508997
DSG3,-0.158402781,0.732051654,0.870712673,#D3D3D3,0.135458274
CALB1,0.638422186,0.060962389,0.218655054,#D3D3D3,1.214938024
PA2G4,0.187242076,0.412022839,0.660185899,#D3D3D3,0.385078709
RAD9B,0.767366469,0.006791878,0.051609695,#56B4E9,2.168010155
ANO8,-0.077803747,0.703711369,0.85532318,#D3D3D3,0.152605433
PSMC3,0.251815374,0.298444009,0.556016782,#D3D3D3,0.525137135
NDUFB5,-0.026663072,0.894219446,0.952895663,#D3D3D3,0.04855589
HLA-DOA,0.807322878,0.002312146,0.02396075,#56B4E9,2.635984838
KIF12,-0.022534923,0.881455553,0.947089882,#D3D3D3,0.054799582
HTR4,-0.646892126,0.0982618,0.295719558,#D3D3D3,1.007615284
OR8B12,0.00785943,0.976150625,0.992148446,#D3D3D3,0.010483163
KRTAP19-6,-0.345485584,0.104315511,0.30586876,#D3D3D3,0.981651108
SRSF1,0.552680867,7.40E-05,0.00204467,#56B4E9,4.130749917
BOLA3,-0.365404791,0.102980813,0.303452286,#D3D3D3,0.987243684
SNX10,0.285283322,0.411751534,0.65991445,#D3D3D3,0.385364774
BSDC1,0.10164335,0.608571525,0.801729185,#D3D3D3,0.215688372
TRIP4,0.020631024,0.946455529,0.977903475,#D3D3D3,0.023899788
SALL2,0.061472879,0.810099246,0.911929782,#D3D3D3,0.091461772
L3MBTL2,-0.27305521,0.22175425,0.472376912,#D3D3D3,0.654128048
CFAP46,-0.223912442,0.581898121,0.783672893,#D3D3D3,0.235153045
ULBP1,0.229389665,0.325272399,0.583197351,#D3D3D3,0.487752787
PARP3,0.085383982,0.700461283,0.854579435,#D3D3D3,0.154615865
ACKR3,-0.0644193,0.877455298,0.945136543,#D3D3D3,0.056774999
AHCYL1,-0.25948053,0.007910155,0.057813426,#D3D3D3,2.101814983
ENO4,0.07772563,0.743958278,0.877321076,#D3D3D3,0.128451419
FKBP5,0.270440691,0.023815448,0.12192757,#D3D3D3,1.623141244
PAQR7,-0.301461449,0.116490888,0.325594931,#D3D3D3,0.933708043
RPN2,-1.410134585,1.27E-05,0.000603733,#0072B2,4.896854823
TRIM27,-0.050367821,0.82621175,0.9208073,#D3D3D3,0.082908633
SNX2,0.848392126,0.001061608,0.013666301,#56B4E9,2.974035621
IFITM10,-0.037772504,0.828432654,0.921504411,#D3D3D3,0.081742791
UBE3A,0.252181957,0.232836762,0.48549187,#D3D3D3,0.632948449
AHNAK2,-0.164411836,0.640248039,0.820775876,#D3D3D3,0.193651743
TMEM205,-0.279197961,0.218286006,0.468542072,#D3D3D3,0.660974105
NDEL1,0.248476223,0.352298482,0.608677149,#D3D3D3,0.453089228
SLC23A3,-0.087060145,0.731577774,0.870333296,#D3D3D3,0.135739497
BOD1L1,0.790284506,0.003703273,0.033502394,#56B4E9,2.431414292
ATP5F1D,-0.138003242,0.334372531,0.59303207,#D3D3D3,0.475769407
FIGN,-0.728746909,0.015502721,0.09115374,#0072B2,1.809592068
EHD4,-0.317026919,0.154094487,0.382700796,#D3D3D3,0.8122129
PRELID2,-0.875999224,0.003303381,0.030708867,#0072B2,2.481041393
EDDM3A,0.053795303,0.851968907,0.932832064,#D3D3D3,0.069576255
RPL10L,0.422676372,0.065094682,0.227615305,#D3D3D3,1.186454491
VASH1,-0.618751877,0.01994201,0.107967438,#0072B2,1.700231075
PRRT4,-0.55913449,0.149655334,0.375658222,#D3D3D3,0.824907798
KCTD1,0.074728107,0.707310514,0.857108857,#D3D3D3,0.150389886
PHF1,0.310884276,0.110914078,0.31642752,#D3D3D3,0.955013326
NGFR,0.705105427,0.118454901,0.329065255,#D3D3D3,0.926446966
INSL5,-0.509891843,0.057258287,0.209193653,#D3D3D3,1.242161651
UBA2,1.027902485,4.52E-05,0.001440775,#56B4E9,4.344651252
FRMD4A,-0.327434123,0.23107367,0.483250482,#D3D3D3,0.636249538
TADA3,0.388550645,0.099087609,0.296922677,#D3D3D3,1.00398065
GATM,-0.268803502,0.251653168,0.506310432,#D3D3D3,0.599197599
SPIN3,0.085658088,0.790264616,0.900695957,#D3D3D3,0.102227463
IL32,-0.68504055,0.052945495,0.199771172,#D3D3D3,1.276170989
SERPINA5,0.531932396,0.32440417,0.58238614,#D3D3D3,0.488913572
ISLR2,-0.446826002,0.091299575,0.28270495,#D3D3D3,1.039531243
FMNL2,-0.710849262,0.035858168,0.157342767,#0072B2,1.445411899
KDM1A,-0.133198843,0.191619061,0.435190359,#D3D3D3,0.717561292
LRR1,0.373476743,0.228163835,0.479943238,#D3D3D3,0.641753193
B4GALNT2,-1.739590423,7.65E-06,0.000415866,#0072B2,5.116266604
TOX3,-0.276247955,0.415564538,0.662916937,#D3D3D3,0.38136152
OAS1,-0.053818913,0.711337274,0.859798145,#D3D3D3,0.147924433
ZNF329,-0.451766414,0.101420618,0.300963222,#D3D3D3,0.993873749
CLEC5A,0.024901664,0.93267028,0.97056217,#D3D3D3,0.030271862
UST,0.417193919,0.101252094,0.300826699,#D3D3D3,0.994595987
SNX9,0.648332211,0.00258983,0.025981702,#56B4E9,2.586728723
GAB1,-1.179083483,0.000254042,0.004910111,#0072B2,3.595095169
REG1B,0.43244077,0.110436584,0.315527255,#D3D3D3,0.956887036
DNM1,-0.113827831,0.671872789,0.837616982,#D3D3D3,0.172712948
BABAM1,0.030473764,0.905327338,0.957189382,#D3D3D3,0.043194365
CDRT4,-0.691579434,0.040305446,0.168479162,#0072B2,1.394636273
IMPA1,0.188694733,0.084755518,0.270568032,#D3D3D3,1.071832019
FBXL17,0.312762316,0.058425401,0.212001244,#D3D3D3,1.233398302
CNTN3,-0.21249288,0.203326862,0.449174143,#D3D3D3,0.691805243
SOAT2,0.14893202,0.569068298,0.774996498,#D3D3D3,0.244835608
HLA-DPA1,-0.599748436,0.005238304,0.043066526,#0072B2,2.280809283
CNOT6L,0.71889365,0.000539771,0.008367372,#56B4E9,3.267790348
RHOD,-0.149427039,0.682907952,0.843433903,#D3D3D3,0.16563783
ADGRF4,-0.607831282,0.27415159,0.53098769,#D3D3D3,0.562009232
KLHDC2,-0.091750749,0.514524991,0.735993476,#D3D3D3,0.288593526
AQR,0.572064096,0.021351593,0.112950328,#56B4E9,1.670569721
SNAP91,0.250638081,0.318513102,0.57784928,#D3D3D3,0.496872699
ADPRM,0.749043296,0.001063001,0.013666301,#56B4E9,2.97346644
FCN3,-0.263312249,0.251029281,0.505906172,#D3D3D3,0.600275618
ZNF589,1.071830616,5.71E-06,0.000340215,#56B4E9,5.24316373
CDPF1,0.235101449,0.298089345,0.555590417,#D3D3D3,0.525653547
PRMT6,0.360563812,0.393434602,0.643221361,#D3D3D3,0.405127447
KISS1,0.143011701,0.7015908,0.855059031,#D3D3D3,0.153916115
CPPED1,-0.135576475,0.42030156,0.667088446,#D3D3D3,0.376438998
NDRG3,0.348976092,0.510450362,0.732368298,#D3D3D3,0.292046484
CA14,-0.223086976,0.458022986,0.696770413,#D3D3D3,0.339112726
MTG2,0.511209638,0.000690626,0.00995707,#56B4E9,3.160756899
DEFB113,-0.305394254,0.085422299,0.271830832,#D3D3D3,1.068428746
ADCYAP1R1,-0.207003374,0.397957025,0.647143776,#D3D3D3,0.400163825
CNGA4,-0.417479407,0.130204189,0.347169973,#D3D3D3,0.885375043
APMAP,-0.784647304,0.000288499,0.005314051,#0072B2,3.539856142
KLF10,-0.4705171,0.017751204,0.100126769,#D3D3D3,1.750772193
IL21R,0.572038,0.019818361,0.107505198,#56B4E9,1.702932271
SCT,-1.155268262,0.003077359,0.029419066,#0072B2,2.511821795
CKAP4,-1.101176073,8.73E-07,9.20E-05,#0072B2,6.058843109
MED13L,0.279119911,0.155098534,0.384133828,#D3D3D3,0.809392306
POP5,0.119113027,0.619049067,0.808518463,#D3D3D3,0.208274927
MYL10,0.35405306,0.213049672,0.462188077,#D3D3D3,0.67151913
KIAA1614,-0.371412403,0.197154779,0.442088913,#D3D3D3,0.705192692
TRAT1,0.461275073,0.093864085,0.287529134,#D3D3D3,1.027500548
ZNF417,0.266539211,0.05269439,0.199495418,#D3D3D3,1.27823562
PRLR,-0.575862877,0.019710053,0.10712455,#0072B2,1.705312213
SIGLEC12,-0.760490231,0.096477549,0.292557144,#D3D3D3,1.01557374
SERTAD2,0.640409503,0.013570039,0.083440147,#56B4E9,1.867418893
